id, ECLI, rechtbank, rechtsgebied, subrechtsgebied
1209, ECLI:NL:GHAMS:2019:3609, Civiel recht, 
1210, ECLI:NL:HR:2012:BY0567, Bestuursrecht, Belastingrecht
1211, ECLI:NL:RVS:2000:AA6723, Bestuursrecht, Omgevingsrecht
1212, ECLI:NL:RVS:2015:3415, Bestuursrecht, Vreemdelingenrecht
1213, ECLI:NL:RBAMS:2017:8565, Civiel recht, 
1214, ECLI:NL:RVS:2014:1292, Bestuursrecht, 
1215, ECLI:NL:RVS:2020:2375, Bestuursrecht, Omgevingsrecht
1216, ECLI:NL:HR:2023:1271, Bestuursrecht, Belastingrecht
1217, ECLI:NL:CRVB:2018:392, Bestuursrecht, Socialezekerheidsrecht
1218, ECLI:NL:HR:2006:AY9222, Civiel recht, 
1219, ECLI:NL:HR:2015:3467, Bestuursrecht, Belastingrecht
1220, ECLI:NL:RBDHA:2022:12914, Bestuursrecht, Vreemdelingenrecht
1221, ECLI:NL:RBDHA:2023:3370, Strafrecht, 
1222, ECLI:NL:GHARL:2023:6930, Bestuursrecht, Bestuursstrafrecht
1223, ECLI:NL:RVS:2019:109, Bestuursrecht, 
1224, ECLI:NL:RVS:2018:616, Bestuursrecht, 
1225, ECLI:NL:RVS:2021:1114, Bestuursrecht, 
1226, ECLI:NL:RVS:2021:926, Bestuursrecht, Vreemdelingenrecht
1227, ECLI:NL:RBDHA:2021:10735, Bestuursrecht, Vreemdelingenrecht
1228, ECLI:NL:HR:2015:1198, Civiel recht, 
1229, ECLI:NL:HR:2023:252, Bestuursrecht, Belastingrecht
1230, ECLI:NL:RBMNE:2021:3298, Civiel recht, Personen- en familierecht
1231, ECLI:NL:HR:2023:1603, Civiel recht, Arbeidsrecht
1232, ECLI:NL:RVS:2017:2377, Bestuursrecht, Vreemdelingenrecht
1233, ECLI:NL:RVS:2022:3302, Bestuursrecht, 
1234, ECLI:NL:GHDHA:2024:1660, Bestuursrecht, Belastingrecht
1235, ECLI:NL:RVS:2023:4775, Bestuursrecht, 
1236, ECLI:NL:RVS:2020:2067, Bestuursrecht, Vreemdelingenrecht
1237, ECLI:NL:HR:2023:97, Bestuursrecht, Belastingrecht
1238, ECLI:NL:HR:2008:BC1962, Bestuursrecht, Belastingrecht
1239, ECLI:NL:HR:2004:AN7324, Civiel recht, 
1240, ECLI:NL:HR:2011:BO9630, Civiel recht, 
1241, ECLI:NL:HR:2018:511, Bestuursrecht, Belastingrecht
1242, ECLI:NL:RVS:2018:1905, Bestuursrecht, Vreemdelingenrecht
1243, ECLI:NL:HR:2016:421, Bestuursrecht, Belastingrecht
1244, ECLI:NL:RVS:2016:1759, Bestuursrecht, Vreemdelingenrecht
1245, ECLI:NL:RVS:2022:3352, Bestuursrecht, Vreemdelingenrecht
1246, ECLI:NL:RVS:2014:3715, Bestuursrecht, 
1247, ECLI:NL:RBLIM:2023:6175, Bestuursrecht, 
1248, ECLI:NL:GHAMS:2021:3979, Civiel recht, 
1249, ECLI:NL:RBDHA:2025:3440, Bestuursrecht, Vreemdelingenrecht
1250, ECLI:NL:GHARN:2004:AO7447, Bestuursrecht, Belastingrecht
1251, ECLI:NL:RVS:2017:869, Bestuursrecht, Vreemdelingenrecht
1252, ECLI:NL:PHR:2024:562, Civiel recht, Insolventierecht
1253, ECLI:NL:RVS:2011:BT6673, Bestuursrecht, Vreemdelingenrecht
1254, ECLI:NL:RVS:2017:1725, Bestuursrecht, Vreemdelingenrecht
1255, ECLI:NL:HR:2015:3019, Civiel recht, 
1256, ECLI:NL:HR:2002:AD9609, Civiel recht, 
1257, ECLI:NL:CBB:2023:117, Bestuursrecht, 
1258, ECLI:NL:CRVB:2017:2408, Bestuursrecht, Socialezekerheidsrecht
1259, ECLI:NL:RBAMS:2020:6481, Civiel recht, 
1260, ECLI:NL:RVS:2017:793, Bestuursrecht, Vreemdelingenrecht
1261, ECLI:NL:HR:2018:650, Civiel recht, 
1262, ECLI:NL:HR:2013:1212, Bestuursrecht, Belastingrecht
1263, ECLI:NL:HR:2013:BZ3641, Civiel recht, 
1264, ECLI:NL:CRVB:1975:ZB0069, Bestuursrecht, Socialezekerheidsrecht
1265, ECLI:NL:HR:2020:700, Bestuursrecht, Belastingrecht
1266, ECLI:NL:CRVB:2020:1882, Bestuursrecht, Socialezekerheidsrecht
1267, ECLI:NL:HR:2013:BZ6799, Bestuursrecht, Belastingrecht
1268, ECLI:NL:RVS:2017:3405, Bestuursrecht, 
1269, ECLI:NL:RVS:2023:888, Bestuursrecht, Vreemdelingenrecht
1270, ECLI:NL:GHARL:2024:5851, Civiel recht, 
1271, ECLI:NL:GHLEE:2008:BG1794, Bestuursrecht, Bestuursstrafrecht
1272, ECLI:NL:RVS:2017:1057, Bestuursrecht, 
1273, ECLI:NL:HR:2023:1622, Civiel recht, 
1274, ECLI:NL:RVS:2013:BZ4970, Bestuursrecht, 
1275, ECLI:NL:HR:2014:3533, Civiel recht, Personen- en familierecht
1276, ECLI:NL:HR:2004:AO1213, Civiel recht, 
1277, ECLI:NL:RBNNE:2020:4152, Civiel recht, 
1278, ECLI:NL:HR:2016:2013, Civiel recht, 
1279, ECLI:NL:RVS:2008:BC3624, Bestuursrecht, 
1280, ECLI:NL:GHARL:2021:11384, Civiel recht, 
1281, ECLI:NL:CRVB:2013:BY9138, Bestuursrecht, Socialezekerheidsrecht
1282, ECLI:NL:HR:2008:BC5012, Civiel recht, 
1283, ECLI:NL:RVS:2019:4200, Bestuursrecht, Vreemdelingenrecht
1284, ECLI:NL:GHARL:2021:9033, Civiel recht, Arbeidsrecht
1285, ECLI:NL:HR:2012:BV6999, Strafrecht, 
1286, ECLI:NL:GHARL:2022:9934, Strafrecht, Strafprocesrecht
1287, ECLI:NL:HR:2004:AN8071, Civiel recht, 
1288, ECLI:NL:HR:2006:AZ0758, Civiel recht, 
1289, ECLI:NL:CRVB:2021:2482, Bestuursrecht, Socialezekerheidsrecht
1290, ECLI:NL:RVS:2019:148, Bestuursrecht, 
1291, ECLI:NL:RVS:2013:1348, Bestuursrecht, 
1292, ECLI:NL:GHARL:2019:3197, Strafrecht, Strafprocesrecht
1293, ECLI:NL:RVS:2015:2729, Bestuursrecht, Vreemdelingenrecht
1294, ECLI:NL:HR:2001:AB0801, Civiel recht, 
1295, ECLI:NL:HR:2024:290, Bestuursrecht, Belastingrecht
1296, ECLI:NL:XX:1976:AC0386, Bestuursrecht, Belastingrecht
1297, ECLI:NL:RBDHA:2024:13031, Bestuursrecht, Vreemdelingenrecht
1298, ECLI:NL:HR:2024:853, Bestuursrecht, Belastingrecht
1299, ECLI:NL:RVS:2020:2980, Bestuursrecht, Vreemdelingenrecht
1300, ECLI:NL:RVS:2021:866, Bestuursrecht, 
1301, ECLI:NL:HR:2008:BF2295, Civiel recht, Personen- en familierecht
1302, ECLI:NL:GHSHE:2008:BG9625, Bestuursrecht, Belastingrecht
1303, ECLI:NL:RVS:2017:1674, Bestuursrecht, Vreemdelingenrecht
1304, ECLI:NL:RBNHO:2025:667, Civiel recht, Insolventierecht
1305, ECLI:NL:HR:2020:334, Bestuursrecht, Belastingrecht
1306, ECLI:NL:RVS:2013:BZ9045, Bestuursrecht, 
1307, ECLI:NL:RVS:2017:393, Bestuursrecht, Omgevingsrecht
1308, ECLI:NL:HR:2013:1246, Civiel recht, 
1309, ECLI:NL:HR:1996:ZC2215, Civiel recht, 
1310, ECLI:NL:RVS:2013:112, Bestuursrecht, 
1311, ECLI:NL:HR:2012:BV0890, Civiel recht, Insolventierecht
1312, ECLI:NL:HR:2016:1129, Bestuursrecht, Belastingrecht
1313, ECLI:NL:HR:2021:1963, Bestuursrecht, Belastingrecht
1314, ECLI:NL:RVS:2019:4440, Bestuursrecht, 
1315, ECLI:NL:RVS:2023:1433, Bestuursrecht, Omgevingsrecht
1316, ECLI:NL:PHR:2016:1222, Bestuursrecht, Belastingrecht
1317, ECLI:NL:RVS:2023:4785, Bestuursrecht, Vreemdelingenrecht
1318, ECLI:NL:GHLEE:2012:BZ6620, Bestuursrecht, Bestuursstrafrecht
1319, ECLI:NL:HR:2021:527, Civiel recht, 
1320, ECLI:NL:RBAMS:2016:9893, Bestuursrecht, 
1321, ECLI:NL:CRVB:2019:669, Bestuursrecht, Socialezekerheidsrecht
1322, ECLI:NL:HR:2017:3084, Bestuursrecht, Belastingrecht
1323, ECLI:NL:OGEAA:2017:677, Bestuursrecht, Belastingrecht
1324, ECLI:NL:RVS:2015:2833, Bestuursrecht, 
1325, ECLI:NL:PHR:2018:468, Bestuursrecht, Belastingrecht
1326, ECLI:NL:RVS:2012:BW4359, Bestuursrecht, Vreemdelingenrecht
1327, ECLI:NL:HR:2003:AF6486, Bestuursrecht, Belastingrecht
1328, ECLI:NL:GHAMS:2024:355, Bestuursrecht, Belastingrecht
1329, ECLI:NL:RVS:2016:292, Bestuursrecht, 
1330, ECLI:NL:RVS:2016:353, Bestuursrecht, Vreemdelingenrecht
1331, ECLI:NL:CRVB:2018:530, Bestuursrecht, Socialezekerheidsrecht
1332, ECLI:NL:RBMNE:2023:1259, Bestuursrecht, Belastingrecht
1333, ECLI:NL:RVS:2014:4197, Bestuursrecht, Omgevingsrecht
1334, ECLI:NL:CRVB:2015:2446, Bestuursrecht, Ambtenarenrecht
1335, ECLI:NL:RVS:2020:1081, Bestuursrecht, Omgevingsrecht
1336, ECLI:NL:CBB:2022:433, Bestuursrecht, 
1337, ECLI:NL:RVS:2006:AZ1727, Bestuursrecht, 
1338, ECLI:NL:RVS:2020:953, Bestuursrecht, 
1339, ECLI:NL:RVS:2020:944, Bestuursrecht, 
1340, ECLI:NL:RBMNE:2023:2046, Bestuursrecht, Socialezekerheidsrecht
1341, ECLI:NL:RBAMS:2023:6335, Strafrecht, Europees strafrecht
1342, ECLI:NL:HR:2020:2099, Civiel recht, Burgerlijk procesrecht
1343, ECLI:NL:HR:2016:733, Strafrecht, 
1344, ECLI:NL:HR:2011:BP4012, Civiel recht, 
1345, ECLI:NL:GHSHE:2020:1254, Civiel recht, 
1346, ECLI:NL:RVS:2014:3126, Bestuursrecht, 
1347, ECLI:NL:HR:1996:ZC2025, Civiel recht, 
1348, ECLI:NL:HR:2014:714, Strafrecht, 
1349, ECLI:NL:RVS:2021:1395, Bestuursrecht, 
1350, ECLI:NL:RBMNE:2015:5075, Bestuursrecht, Belastingrecht
1351, ECLI:NL:HR:2017:934, Civiel recht, Personen- en familierecht
1352, ECLI:NL:TNORARL:2021:48, Civiel recht, Personen- en familierecht
1353, ECLI:NL:HR:2023:332, Bestuursrecht, Belastingrecht
1354, ECLI:NL:RVS:2016:2474, Bestuursrecht, Vreemdelingenrecht
1355, ECLI:NL:RVS:2020:1730, Bestuursrecht, Omgevingsrecht
1356, ECLI:NL:HR:2021:197, Strafrecht, 
1357, ECLI:NL:RVS:2022:808, Bestuursrecht, Vreemdelingenrecht
1358, ECLI:NL:HR:2009:BC3691, Bestuursrecht, Belastingrecht
1359, ECLI:NL:HR:2013:1361, Bestuursrecht, Belastingrecht
1360, ECLI:NL:GHAMS:2009:BK4978, Civiel recht, 
1361, ECLI:NL:RVS:2015:811, Bestuursrecht, 
1362, ECLI:NL:RVS:2014:4682, Bestuursrecht, 
1363, ECLI:NL:PHR:2022:100, Bestuursrecht, Belastingrecht
1364, ECLI:NL:CRVB:2016:820, Bestuursrecht, Socialezekerheidsrecht
1365, ECLI:NL:GHARL:2020:10518, Bestuursrecht, Belastingrecht
1366, ECLI:NL:RVS:2016:890, Bestuursrecht, Vreemdelingenrecht
1367, ECLI:NL:RVS:2020:21, Bestuursrecht, Vreemdelingenrecht
1368, ECLI:NL:HR:2018:672, Bestuursrecht, Belastingrecht
1369, ECLI:NL:CRVB:2006:AY8235, Bestuursrecht, Socialezekerheidsrecht
1370, ECLI:NL:RVS:2023:4355, Bestuursrecht, Vreemdelingenrecht
1371, ECLI:NL:HR:2022:45, Bestuursrecht, Belastingrecht
1372, ECLI:NL:RBOVE:2019:2727, Civiel recht, 
1373, ECLI:NL:PHR:2011:BO5996, Bestuursrecht, Belastingrecht
1374, ECLI:NL:RBNHO:2025:317, Bestuursrecht, Socialezekerheidsrecht
1375, ECLI:NL:RVS:2025:2865, Bestuursrecht, Vreemdelingenrecht
1376, ECLI:NL:RVS:2020:856, Bestuursrecht, 
1377, ECLI:NL:RVS:2004:AP0402, Bestuursrecht, Omgevingsrecht
1378, ECLI:NL:RVS:2016:737, Bestuursrecht, Omgevingsrecht
1379, ECLI:NL:HR:2005:AP1951, Bestuursrecht, Belastingrecht
1380, ECLI:NL:RVS:2014:1870, Bestuursrecht, 
1381, ECLI:NL:RBNHO:2021:4479, Civiel recht, Personen- en familierecht
1382, ECLI:NL:GHARL:2021:2349, Strafrecht, 
1383, ECLI:NL:OGHNAA:2008:BG3692, Bestuursrecht, 
1384, ECLI:NL:RVS:2012:BX6492, Bestuursrecht, 
1385, ECLI:NL:RVS:2019:3596, Bestuursrecht, 
1386, ECLI:NL:HR:2023:885, Civiel recht, 
1387, ECLI:NL:HR:2022:640, Bestuursrecht, Belastingrecht
1388, ECLI:NL:GHARL:2021:11114, Bestuursrecht, Belastingrecht
1389, ECLI:NL:HR:2021:168, Bestuursrecht, Belastingrecht
1390, ECLI:NL:GHARL:2022:10952, Civiel recht, 
1391, ECLI:NL:CBB:2024:191, Bestuursrecht, 
1392, ECLI:NL:CBB:2022:78, Bestuursrecht, 
1393, ECLI:NL:HR:1988:ZC3796, Bestuursrecht, Belastingrecht
1394, ECLI:NL:RVS:2023:719, Bestuursrecht, Vreemdelingenrecht
1395, ECLI:NL:GHARL:2020:3336, Bestuursrecht, Bestuursstrafrecht
1396, ECLI:NL:HR:2021:1170, Civiel recht, 
1397, ECLI:NL:RVS:2017:1601, Bestuursrecht, Vreemdelingenrecht
1398, ECLI:NL:GHSHE:2020:4113, Bestuursrecht, Belastingrecht
1399, ECLI:NL:RVS:2020:3034, Bestuursrecht, Vreemdelingenrecht
1400, ECLI:NL:CRVB:2018:4230, Bestuursrecht, Socialezekerheidsrecht
1401, ECLI:NL:HR:2019:1409, Civiel recht, 
1402, ECLI:NL:RVS:2018:1326, Bestuursrecht, Vreemdelingenrecht
1403, ECLI:NL:RBDHA:2025:2966, Bestuursrecht, Socialezekerheidsrecht
1404, ECLI:NL:RVS:2016:1917, Bestuursrecht, Omgevingsrecht
1405, ECLI:NL:HR:1998:ZC2588, Civiel recht, 
1406, ECLI:NL:CRVB:2021:94, Bestuursrecht, Socialezekerheidsrecht
1407, ECLI:NL:RVS:2019:4101, Bestuursrecht, 
1408, ECLI:NL:HR:2023:1052, Bestuursrecht, Belastingrecht
1409, ECLI:NL:RVS:2014:4335, Bestuursrecht, 
1410, ECLI:NL:RVS:2022:2221, Bestuursrecht, 
1411, ECLI:NL:HR:2014:2627, Civiel recht, 
1412, ECLI:NL:PHR:2017:977, Bestuursrecht, Belastingrecht
1413, ECLI:NL:HR:2024:1079, Civiel recht, Personen- en familierecht
1414, ECLI:NL:HR:1997:AA2165, Bestuursrecht, Belastingrecht
1415, ECLI:NL:RVS:2017:3156, Bestuursrecht, 
1416, ECLI:NL:RVS:2018:638, Bestuursrecht, 
1417, ECLI:NL:GHSHE:2021:3409, Civiel recht, Verbintenissenrecht
1418, ECLI:NL:RBDHA:2023:3590, Bestuursrecht, Vreemdelingenrecht
1419, ECLI:NL:HR:2004:AR1739, Civiel recht, 
1420, ECLI:NL:RBLIM:2020:2753, Civiel recht, 
1421, ECLI:NL:GHARL:2022:9414, Civiel recht, Arbeidsrecht
1422, ECLI:NL:GHARL:2021:6004, Bestuursrecht, Belastingrecht
1423, ECLI:NL:PHR:2016:1374, Bestuursrecht, Belastingrecht
1424, ECLI:NL:HR:2000:AA5967, Civiel recht, 
1425, ECLI:NL:RVS:2021:207, Bestuursrecht, 
1426, ECLI:NL:HR:2020:318, Bestuursrecht, Belastingrecht
1427, ECLI:NL:CRVB:2020:38, Bestuursrecht, Socialezekerheidsrecht
1428, ECLI:NL:HR:2020:866, Bestuursrecht, Belastingrecht
1429, ECLI:NL:RVS:2013:2116, Bestuursrecht, Vreemdelingenrecht
1430, ECLI:NL:HR:2015:1332, Strafrecht, 
1431, ECLI:NL:CRVB:2017:1474, Bestuursrecht, Socialezekerheidsrecht
1432, ECLI:NL:HR:2017:965, Bestuursrecht, Belastingrecht
1433, ECLI:NL:RBDHA:2025:1161, Bestuursrecht, 
1434, ECLI:NL:CRVB:2022:133, Bestuursrecht, Socialezekerheidsrecht
1435, ECLI:NL:HR:2009:BH2822, Civiel recht, Ondernemingsrecht
1436, ECLI:NL:RBGEL:2024:6647, Bestuursrecht, Bestuursprocesrecht
1437, ECLI:NL:GHARL:2024:3566, Civiel recht, Personen- en familierecht
1438, ECLI:NL:CBB:2020:994, Bestuursrecht, 
1439, ECLI:NL:RBDHA:2024:11040, Bestuursrecht, Vreemdelingenrecht
1440, ECLI:NL:RVS:2011:BP9284, Bestuursrecht, Vreemdelingenrecht
1441, ECLI:NL:HR:2019:1315, Bestuursrecht, Belastingrecht
1442, ECLI:NL:GHSHE:2023:945, Bestuursrecht, Belastingrecht
1443, ECLI:NL:CRVB:2017:102, Bestuursrecht, Ambtenarenrecht
1444, ECLI:NL:GHDHA:2017:1186, Bestuursrecht, Belastingrecht
1445, ECLI:NL:PHR:2017:1397, Bestuursrecht, Belastingrecht
1446, ECLI:NL:RBAMS:2024:6162, Strafrecht, Europees strafrecht
1447, ECLI:NL:RBNNE:2023:4216, Bestuursrecht, 
1448, ECLI:NL:RBGEL:2019:1936, Civiel recht, 
1449, ECLI:NL:RVS:2016:1261, Bestuursrecht, Vreemdelingenrecht
1450, ECLI:NL:RVS:2018:174, Bestuursrecht, Vreemdelingenrecht
1451, ECLI:NL:RBNNE:2024:2577, Civiel recht, Insolventierecht
1452, ECLI:NL:HR:2013:BY8357, Strafrecht, 
1453, ECLI:NL:CBB:2021:706, Bestuursrecht, 
1454, ECLI:NL:HR:2024:391, Bestuursrecht, Belastingrecht
1455, ECLI:NL:HR:2015:1284, Civiel recht, 
1456, ECLI:NL:RVS:2022:1040, Bestuursrecht, Vreemdelingenrecht
1457, ECLI:NL:RVS:2024:5000, Bestuursrecht, 
1458, ECLI:NL:GHARL:2020:6696, Civiel recht, Personen- en familierecht
1459, ECLI:NL:RVS:2020:2420, Bestuursrecht, 
1460, ECLI:NL:CRVB:2020:3229, Bestuursrecht, Socialezekerheidsrecht
1461, ECLI:NL:RVS:2012:BX3316, Bestuursrecht, 
1462, ECLI:NL:GHARL:2021:936, Bestuursrecht, Belastingrecht
1463, ECLI:NL:CRVB:1998:AA3445, Bestuursrecht, Socialezekerheidsrecht
1464, ECLI:NL:RBDHA:2021:8133, Civiel recht, Personen- en familierecht
1465, ECLI:NL:HR:2014:1335, Civiel recht, 
1466, ECLI:NL:RVS:2018:1803, Bestuursrecht, Vreemdelingenrecht
1467, ECLI:NL:RVS:2012:BX7107, Bestuursrecht, 
1468, ECLI:NL:HR:2024:756, Bestuursrecht, Belastingrecht
1469, ECLI:NL:HR:2011:BR0664, Bestuursrecht, Belastingrecht
1470, ECLI:NL:CRVB:2023:951, Bestuursrecht, Socialezekerheidsrecht
1471, ECLI:NL:HR:2006:AV0401, Bestuursrecht, Belastingrecht
1472, ECLI:NL:RVS:2015:2226, Bestuursrecht, 
1473, ECLI:NL:ORBBACM:2014:29, Bestuursrecht, 
1474, ECLI:NL:RVS:2021:171, Bestuursrecht, Omgevingsrecht
1475, ECLI:NL:RVS:2022:1198, Bestuursrecht, 
1476, ECLI:NL:RVS:2025:157, Bestuursrecht, Vreemdelingenrecht
1477, ECLI:NL:GHDHA:2020:2809, Bestuursrecht, Belastingrecht
1478, ECLI:NL:HR:1998:ZC2551, Civiel recht, 
1479, ECLI:NL:CRVB:2010:BN5961, Bestuursrecht, Socialezekerheidsrecht
1480, ECLI:NL:CRVB:2019:1101, Bestuursrecht, Socialezekerheidsrecht
1481, ECLI:NL:RVS:2010:BP0428, Bestuursrecht, Vreemdelingenrecht
1482, ECLI:NL:CRVB:2019:4331, Bestuursrecht, Socialezekerheidsrecht
1483, ECLI:NL:RVS:2018:1841, Bestuursrecht, Omgevingsrecht
1484, ECLI:NL:HR:1991:ZC0228, Civiel recht, 
1485, ECLI:NL:HR:2019:623, Bestuursrecht, Belastingrecht
1486, ECLI:NL:RVS:2016:1329, Bestuursrecht, 
1487, ECLI:NL:HR:2021:1360, Civiel recht, 
1488, ECLI:NL:RVS:2018:2815, Bestuursrecht, Vreemdelingenrecht
1489, ECLI:NL:RVS:2020:1157, Bestuursrecht, 
1490, ECLI:NL:RVS:2024:1411, Bestuursrecht, 
1491, ECLI:NL:GHARL:2016:8749, Strafrecht, 
1492, ECLI:NL:RVS:2013:811, Bestuursrecht, 
1493, ECLI:NL:RVS:2022:550, Bestuursrecht, 
1494, ECLI:NL:CRVB:2009:BH1009, Bestuursrecht, Socialezekerheidsrecht
1495, ECLI:NL:RVS:2016:1351, Bestuursrecht, 
1496, ECLI:NL:HR:1982:AG4503, Civiel recht, 
1497, ECLI:NL:RBAMS:2021:4336, Strafrecht, Europees strafrecht
1498, ECLI:NL:RVS:2019:921, Bestuursrecht, 
1499, ECLI:NL:RVS:2011:BT7418, Bestuursrecht, 
1500, ECLI:NL:RVS:2021:1422, Bestuursrecht, 
1501, ECLI:NL:GHAMS:2021:3640, Bestuursrecht, Belastingrecht
1502, ECLI:NL:HR:1993:ZC0839, Civiel recht, 
1503, ECLI:NL:HR:2001:AD4849, Bestuursrecht, Belastingrecht
1504, ECLI:NL:RVS:2016:816, Bestuursrecht, Vreemdelingenrecht
1505, ECLI:NL:CRVB:2009:BJ0929, Bestuursrecht, Socialezekerheidsrecht
1506, ECLI:NL:RVS:2013:BZ2265, Bestuursrecht, 
1507, ECLI:NL:RVS:2021:1062, Bestuursrecht, 
1508, ECLI:NL:HR:2024:571, Bestuursrecht, Belastingrecht
1509, ECLI:NL:RVS:2019:896, Bestuursrecht, 
1510, ECLI:NL:HR:2012:BY5384, Civiel recht, 
1511, ECLI:NL:HR:2005:AR6164, Civiel recht, 
1512, ECLI:NL:RVS:2022:1628, Bestuursrecht, 
1513, ECLI:NL:HR:2018:1319, Bestuursrecht, Belastingrecht
1514, ECLI:NL:RVS:2014:3441, Bestuursrecht, 
1515, ECLI:NL:HR:2013:20, Bestuursrecht, Belastingrecht
1516, ECLI:NL:RVS:2024:2265, Bestuursrecht, Vreemdelingenrecht
1517, ECLI:NL:RVS:2015:410, Bestuursrecht, Vreemdelingenrecht
1518, ECLI:NL:HR:2021:1778, Civiel recht, 
1519, ECLI:NL:RVS:2015:2414, Bestuursrecht, 
1520, ECLI:NL:HR:2011:BO5046, Bestuursrecht, Belastingrecht
1521, ECLI:NL:HR:2015:740, Bestuursrecht, Belastingrecht
1522, ECLI:NL:HR:2012:BX0146, Strafrecht, 
1523, ECLI:NL:HR:2018:1790, Bestuursrecht, Belastingrecht
1524, ECLI:NL:PHR:2023:485, Bestuursrecht, Belastingrecht
1525, ECLI:NL:HR:1983:AB7540, Strafrecht, 
1526, ECLI:NL:HR:2020:1728, Bestuursrecht, Belastingrecht
1527, ECLI:NL:GHSHE:2012:BX9463, Bestuursrecht, Europees bestuursrecht
1528, ECLI:NL:PHR:2017:373, Bestuursrecht, Belastingrecht
1529, ECLI:NL:RVS:2019:2625, Bestuursrecht, 
1530, ECLI:NL:RVS:2012:BX5966, Bestuursrecht, 
1531, ECLI:NL:RVS:2019:4305, Bestuursrecht, 
1532, ECLI:NL:RVS:2024:719, Bestuursrecht, 
1533, ECLI:NL:HR:2025:46, Bestuursrecht, Belastingrecht
1534, ECLI:NL:HR:2019:1020, Bestuursrecht, Belastingrecht
1535, ECLI:NL:RBZWB:2023:8022, Bestuursrecht, 
1536, ECLI:NL:RVS:2017:644, Bestuursrecht, Vreemdelingenrecht
1537, ECLI:NL:RBAMS:2024:5399, Strafrecht, Europees strafrecht
1538, ECLI:NL:CRVB:2023:949, Bestuursrecht, Socialezekerheidsrecht
1539, ECLI:NL:CBB:2023:471, Bestuursrecht, 
1540, ECLI:NL:RVS:2018:729, Bestuursrecht, Vreemdelingenrecht
1541, ECLI:NL:RBAMS:2021:5052, Strafrecht, Europees strafrecht
1542, ECLI:NL:RVS:2025:2866, Bestuursrecht, Vreemdelingenrecht
1543, ECLI:NL:HR:2019:1579, Bestuursrecht, Belastingrecht
1544, ECLI:NL:RVS:2024:881, Bestuursrecht, Vreemdelingenrecht
1545, ECLI:NL:RVS:2021:1112, Bestuursrecht, 
1546, ECLI:NL:HR:2013:64, Bestuursrecht, Belastingrecht
1547, ECLI:NL:GHSHE:2024:2425, Civiel recht, 
1548, ECLI:NL:RVS:2015:2345, Bestuursrecht, Vreemdelingenrecht
1549, ECLI:NL:RBAMS:2025:553, Strafrecht, Europees strafrecht
1550, ECLI:NL:RBROT:2017:4362, Bestuursrecht, 
1551, ECLI:NL:HR:2004:AO7817, Civiel recht, 
1552, ECLI:NL:RBDHA:2021:13948, Civiel recht, Personen- en familierecht
1553, ECLI:NL:CRVB:2023:1380, Bestuursrecht, Socialezekerheidsrecht
1554, ECLI:NL:RVS:2016:2566, Bestuursrecht, 
1555, ECLI:NL:RVS:2022:1973, Bestuursrecht, 
1556, ECLI:NL:GHSHE:2016:4603, Bestuursrecht, Belastingrecht
1557, ECLI:NL:RVS:2025:734, Bestuursrecht, Vreemdelingenrecht
1558, ECLI:NL:CRvB:2012:BX5807, Bestuursrecht, Socialezekerheidsrecht
1559, ECLI:NL:HR:1978:AC6391, Civiel recht, 
1560, ECLI:NL:CRVB:2010:BN3885, Bestuursrecht, Socialezekerheidsrecht
1561, ECLI:NL:PHR:1999:AA3876, Civiel recht, 
1562, ECLI:NL:HR:2005:AT4094, Strafrecht, 
1563, ECLI:NL:CRVB:2023:1471, Bestuursrecht, Socialezekerheidsrecht
1564, ECLI:NL:GHARL:2021:5869, Bestuursrecht, Belastingrecht
1565, ECLI:NL:HR:2017:291, Bestuursrecht, Belastingrecht
1566, ECLI:NL:CRVB:2024:380, Bestuursrecht, Ambtenarenrecht
1567, ECLI:NL:HR:2006:AU7741, Bestuursrecht, Belastingrecht
1568, ECLI:NL:RVS:2017:2928, Bestuursrecht, 
1569, ECLI:NL:RVS:2012:BW9562, Bestuursrecht, 
1570, ECLI:NL:RBAMS:2021:420, Strafrecht, Europees strafrecht
1571, ECLI:NL:CBB:2021:158, Bestuursrecht, 
1572, ECLI:NL:RVS:2018:95, Bestuursrecht, Omgevingsrecht
1573, ECLI:NL:HR:2018:1695, Bestuursrecht, Belastingrecht
1574, ECLI:NL:RVS:2019:1694, Bestuursrecht, 
1575, ECLI:NL:RBROT:2023:2990, Bestuursrecht, Socialezekerheidsrecht
1576, ECLI:NL:RVS:2009:BI7619, Bestuursrecht, Vreemdelingenrecht
1577, ECLI:NL:RVS:2021:1238, Bestuursrecht, 
1578, ECLI:NL:PHR:2022:699, Bestuursrecht, Belastingrecht
1579, ECLI:NL:CRVB:2021:61, Bestuursrecht, Socialezekerheidsrecht
1580, ECLI:NL:RVS:2023:4845, Bestuursrecht, 
1581, ECLI:NL:RVS:2023:772, Bestuursrecht, 
1582, ECLI:NL:RVS:2015:65, Bestuursrecht, Omgevingsrecht
1583, ECLI:NL:RVS:2021:1665, Bestuursrecht, 
1584, ECLI:NL:RVS:2023:3411, Bestuursrecht, Vreemdelingenrecht
1585, ECLI:NL:RVS:2017:2483, Bestuursrecht, Vreemdelingenrecht
1586, ECLI:NL:HR:2012:BW1519, Civiel recht, 
1587, ECLI:NL:RVS:2018:2062, Bestuursrecht, 
1588, ECLI:NL:RVS:2025:5156, Bestuursrecht, Vreemdelingenrecht
