id, ECLI, rechtsgebied, subrechtsgebied
1322, ECLI:NL:CRVB:2020:3421, Bestuursrecht, Socialezekerheidsrecht
1323, ECLI:NL:RBDHA:2022:5724, Bestuursrecht, Vreemdelingenrecht
1324, ECLI:NL:HR:2023:1703, Bestuursrecht, Belastingrecht
1325, ECLI:NL:CRVB:2016:4813, Bestuursrecht, Socialezekerheidsrecht
1326, ECLI:NL:RVS:2022:1361, Bestuursrecht, 
1327, ECLI:NL:CRVB:2019:3123, Bestuursrecht, Socialezekerheidsrecht
1328, ECLI:NL:GHSHE:2025:1496, Bestuursrecht, Belastingrecht
1329, ECLI:NL:RBOVE:2025:1228, Civiel recht, 
1330, ECLI:NL:HR:2019:393, Bestuursrecht, Belastingrecht
1331, ECLI:NL:RBAMS:2025:7126, Strafrecht, Internationaal strafrecht
1332, ECLI:NL:HR:2014:2146, Bestuursrecht, Belastingrecht
1333, ECLI:NL:GHAMS:2024:1524, Bestuursrecht, Belastingrecht
1334, ECLI:NL:HR:2002:AE4553, Civiel recht, 
1335, ECLI:NL:HR:2025:322, Civiel recht, 
1336, ECLI:NL:GHARL:2025:688, Civiel recht, 
1337, ECLI:NL:HR:2025:985, Strafrecht, 
1338, ECLI:NL:GHDHA:2024:191, Civiel recht, 
1339, ECLI:NL:GHSHE:2025:1320, Bestuursrecht, Belastingrecht
1340, ECLI:NL:HR:2024:1281, Civiel recht, Verbintenissenrecht
1341, ECLI:NL:RBAMS:2025:6898, Strafrecht, Europees strafrecht
1342, ECLI:NL:HR:2003:AF8560, Civiel recht, 
1343, ECLI:NL:HR:2006:AZ0758, Civiel recht, 
1344, ECLI:NL:RBROT:2025:4483, Bestuursrecht, Bestuursprocesrecht
1345, ECLI:NL:RVS:2019:1001, Bestuursrecht, Vreemdelingenrecht
1346, ECLI:NL:CRVB:2024:1450, Bestuursrecht, Socialezekerheidsrecht
1347, ECLI:NL:HR:2021:709, Bestuursrecht, Belastingrecht
1348, ECLI:NL:RVS:2016:596, Bestuursrecht, Omgevingsrecht
1349, ECLI:NL:RBAMS:2022:1794, Strafrecht, 
1350, ECLI:NL:RBOVE:2025:4598, Strafrecht, 
1351, ECLI:NL:GHAMS:2021:2745, Bestuursrecht, Belastingrecht
1352, ECLI:NL:RBDHA:2024:1859, Bestuursrecht, Vreemdelingenrecht
1353, ECLI:NL:RVS:2023:176, Bestuursrecht, 
1354, ECLI:NL:RVS:2020:1560, Bestuursrecht, Vreemdelingenrecht
1355, ECLI:NL:HR:2019:1734, Civiel recht, Arbeidsrecht
1356, ECLI:NL:PHR:2025:818, Bestuursrecht, Belastingrecht
1357, ECLI:NL:GHARL:2022:2330, Bestuursrecht, Bestuursstrafrecht
1358, ECLI:NL:RBROT:2023:4949, Bestuursrecht, 
1359, ECLI:NL:RBGEL:2024:3, Bestuursrecht, Socialezekerheidsrecht
1360, ECLI:NL:CRVB:2013:BY9138, Bestuursrecht, Socialezekerheidsrecht
1361, ECLI:NL:RVS:2018:174, Bestuursrecht, Vreemdelingenrecht
1362, ECLI:NL:RVS:2012:BW0601, Bestuursrecht, Vreemdelingenrecht
1363, ECLI:NL:RVS:2023:772, Bestuursrecht, 
1364, ECLI:NL:RVS:2025:717, Bestuursrecht, Vreemdelingenrecht
1365, ECLI:NL:HR:2018:1935, Civiel recht, 
1366, ECLI:NL:RBDHA:2025:136, Bestuursrecht, Vreemdelingenrecht
1367, ECLI:NL:CRVB:2020:887, Bestuursrecht, Socialezekerheidsrecht
1368, ECLI:NL:RBMNE:2023:1882, Civiel recht, 
1369, ECLI:NL:HR:2023:1789, Bestuursrecht, Belastingrecht
1370, ECLI:NL:HR:2023:462, Strafrecht, 
1371, ECLI:NL:GHAMS:2025:1252, Bestuursrecht, Belastingrecht
1372, ECLI:NL:GHARL:2024:5445, Civiel recht, 
1373, ECLI:NL:HR:2009:BH1083, Bestuursrecht, Belastingrecht
1374, ECLI:NL:GHARL:2025:3430, Bestuursrecht, Belastingrecht
1375, ECLI:NL:GHSHE:2016:1483, Bestuursrecht, Belastingrecht
1376, ECLI:NL:RBLIM:2023:6945, Bestuursrecht, Vreemdelingenrecht
1377, ECLI:NL:CRVB:2021:402, Bestuursrecht, Socialezekerheidsrecht
1378, ECLI:NL:OGEAA:2025:12, Bestuursrecht, Belastingrecht
1379, ECLI:NL:RBAMS:2014:490, Civiel recht, 
1380, ECLI:NL:RVS:2024:4279, Bestuursrecht, 
1381, ECLI:NL:HR:1999:ZC2810, Civiel recht, 
1382, ECLI:NL:RBGEL:2024:3780, Civiel recht, Arbeidsrecht
1383, ECLI:NL:RVS:2025:159, Bestuursrecht, Vreemdelingenrecht
1384, ECLI:NL:CRVB:2014:3159, Bestuursrecht, Socialezekerheidsrecht
1385, ECLI:NL:RVS:2025:4130, Bestuursrecht, Vreemdelingenrecht
1386, ECLI:NL:CRVB:2022:2727, Bestuursrecht, Socialezekerheidsrecht
1387, ECLI:NL:GHARL:2018:5796, Bestuursrecht, Belastingrecht
1388, ECLI:NL:HR:2008:BD1847, Civiel recht, 
1389, ECLI:NL:HR:2020:1746, Civiel recht, 
1390, ECLI:NL:HR:2018:1695, Bestuursrecht, Belastingrecht
1391, ECLI:NL:RVS:2025:3817, Bestuursrecht, 
1392, ECLI:NL:RVS:2025:2170, Bestuursrecht, 
1393, ECLI:NL:HR:1989:ZC4179, Bestuursrecht, Belastingrecht
1394, ECLI:NL:CRVB:2017:2019, Bestuursrecht, Socialezekerheidsrecht
1395, ECLI:NL:CRVB:2021:2305, Bestuursrecht, Socialezekerheidsrecht
1396, ECLI:NL:RBNHO:2021:3383, Bestuursrecht, Omgevingsrecht
1397, ECLI:NL:HR:2013:30, Bestuursrecht, Belastingrecht
1398, ECLI:NL:RBDHA:2023:17598, Bestuursrecht, Belastingrecht
1399, ECLI:NL:RVS:2025:5275, Bestuursrecht, Vreemdelingenrecht
1400, ECLI:NL:GHSHE:2024:3012, Bestuursrecht, Belastingrecht
1401, ECLI:NL:GHARL:2024:7109, Bestuursrecht, Belastingrecht
1402, ECLI:NL:RBAMS:2025:6326, Strafrecht, Europees strafrecht
1403, ECLI:NL:HR:2016:724, Civiel recht, Personen- en familierecht
1404, ECLI:NL:RBMNE:2023:4482, Bestuursrecht, 
1405, ECLI:NL:RVS:2025:2337, Bestuursrecht, Vreemdelingenrecht
1406, ECLI:NL:HR:2021:1024, Strafrecht, 
1407, ECLI:NL:GHARL:2025:6116, Bestuursrecht, Bestuursstrafrecht
1408, ECLI:NL:CRVB:2025:232, Bestuursrecht, Socialezekerheidsrecht
1409, ECLI:NL:RBZWB:2023:2262, Bestuursrecht, Belastingrecht
1410, ECLI:NL:RBLIM:2016:9373, Civiel recht, Personen- en familierecht
1411, ECLI:NL:CRVB:2022:554, Bestuursrecht, Socialezekerheidsrecht
1412, ECLI:NL:RVS:2025:3035, Bestuursrecht, 
1413, ECLI:NL:HR:2022:1033, Bestuursrecht, Belastingrecht
1414, ECLI:NL:HR:2020:318, Bestuursrecht, Belastingrecht
1415, ECLI:NL:GHARL:2017:1777, Bestuursrecht, Bestuursstrafrecht
1416, ECLI:NL:RVS:2025:5149, Bestuursrecht, Vreemdelingenrecht
1417, ECLI:NL:HR:2024:1299, Bestuursrecht, Belastingrecht
1418, ECLI:NL:RVS:2019:1637, Bestuursrecht, 
1419, ECLI:NL:GHAMS:2022:1498, Civiel recht, 
1420, ECLI:NL:GHARL:2023:6369, Bestuursrecht, Bestuursstrafrecht
1421, ECLI:NL:GHDHA:2024:139, Bestuursrecht, Belastingrecht
1422, ECLI:NL:GHAMS:2016:2070, Civiel recht, 
1423, ECLI:NL:CRVB:2016:1896, Bestuursrecht, Socialezekerheidsrecht
1424, ECLI:NL:HR:2000:AA6254, Bestuursrecht, Belastingrecht
1425, ECLI:NL:RBDHA:2024:5774, Civiel recht, Personen- en familierecht
1426, ECLI:NL:HR:2012:BW4102, Bestuursrecht, Belastingrecht
1427, ECLI:NL:HR:2010:BL0990, Bestuursrecht, Belastingrecht
1428, ECLI:NL:GHARL:2019:5060, Civiel recht, 
1429, ECLI:NL:RVS:2025:5156, Bestuursrecht, Vreemdelingenrecht
1430, ECLI:NL:HR:2013:BZ1782, Civiel recht, 
1431, ECLI:NL:HR:1989:AD5725, Civiel recht, 
1432, ECLI:NL:PHR:2018:41, Civiel recht, 
1433, ECLI:NL:CRVB:2021:133, Bestuursrecht, Socialezekerheidsrecht
1434, ECLI:NL:HR:2010:BK9136, Bestuursrecht, Belastingrecht
1435, ECLI:NL:CRVB:2021:3124, Bestuursrecht, Ambtenarenrecht
1436, ECLI:NL:HR:2016:833, Bestuursrecht, Belastingrecht
1437, ECLI:NL:RVS:2020:2375, Bestuursrecht, Omgevingsrecht
1438, ECLI:NL:HR:2014:3603, Bestuursrecht, Belastingrecht
1439, ECLI:NL:CRVB:2023:2307, Bestuursrecht, Socialezekerheidsrecht
1440, ECLI:NL:RVS:2023:292, Bestuursrecht, 
1441, ECLI:NL:HR:2004:AQ7380, Civiel recht, Personen- en familierecht
1442, ECLI:NL:GHARL:2015:65, Bestuursrecht, Bestuursstrafrecht
1443, ECLI:NL:RVS:2002:AE7797, Bestuursrecht, 
1444, ECLI:NL:HR:2018:1051, Strafrecht, 
1445, ECLI:NL:GHARL:2024:1646, Civiel recht, 
1446, ECLI:NL:RVS:2024:2662, Bestuursrecht, Vreemdelingenrecht
1447, ECLI:NL:HR:2017:965, Bestuursrecht, Belastingrecht
1448, ECLI:NL:RBDHA:2025:18092, Bestuursrecht, Vreemdelingenrecht
1449, ECLI:NL:RVS:2021:2280, Bestuursrecht, 
1450, ECLI:NL:CRVB:2023:951, Bestuursrecht, Socialezekerheidsrecht
1451, ECLI:NL:GHDHA:2023:1451, Bestuursrecht, Belastingrecht
1452, ECLI:NL:HR:2008:BD2578, Strafrecht, 
1453, ECLI:NL:GHDHA:2021:1404, Bestuursrecht, Belastingrecht
1454, ECLI:NL:HR:2014:777, Bestuursrecht, Belastingrecht
1455, ECLI:NL:GHARL:2024:4173, Strafrecht, Strafprocesrecht
1456, ECLI:NL:HR:2017:2411, Strafrecht, 
1457, ECLI:NL:HR:2004:AO1501, Bestuursrecht, Belastingrecht
1458, ECLI:NL:GHAMS:2022:1517, Bestuursrecht, Belastingrecht
1459, ECLI:NL:HR:1995:ZC1911, Civiel recht, 
1460, ECLI:NL:GHARL:2025:686, Civiel recht, 
1461, ECLI:NL:HR:2020:2100, Civiel recht, Insolventierecht
1462, ECLI:NL:HR:2017:3126, Bestuursrecht, Belastingrecht
1463, ECLI:NL:HR:2019:1278, Civiel recht, 
1464, ECLI:NL:HR:2019:1864, Civiel recht, Arbeidsrecht
1465, ECLI:NL:HR:2014:2928, Civiel recht, 
1466, ECLI:NL:CRVB:2022:2458, Bestuursrecht, Socialezekerheidsrecht
1467, ECLI:NL:HR:2019:1779, Bestuursrecht, Belastingrecht
1468, ECLI:NL:CRVB:2018:1113, Bestuursrecht, Socialezekerheidsrecht
1469, ECLI:NL:HR:2018:695, Civiel recht, Personen- en familierecht
1470, ECLI:NL:HR:2018:672, Bestuursrecht, Belastingrecht
1471, ECLI:NL:RVS:2024:1429, Bestuursrecht, Vreemdelingenrecht
1472, ECLI:NL:CRVB:2016:3224, Bestuursrecht, Ambtenarenrecht
1473, ECLI:NL:HR:1998:ZC7050, Bestuursrecht, Belastingrecht
1474, ECLI:NL:OGEAA:2025:121, Bestuursrecht, 
1475, ECLI:NL:OGHACMB:2018:227, Bestuursrecht, 
1476, ECLI:NL:HR:2020:323, Bestuursrecht, Belastingrecht
1477, ECLI:NL:RVS:2018:4079, Bestuursrecht, Omgevingsrecht
1478, ECLI:NL:RVS:2021:504, Bestuursrecht, Omgevingsrecht
1479, ECLI:NL:RVS:2025:5167, Bestuursrecht, Vreemdelingenrecht
1480, ECLI:NL:RBAMS:2025:5819, Strafrecht, 
1481, ECLI:NL:OGEABES:2023:10, Civiel recht, 
1482, ECLI:NL:GHDHA:2020:2347, Strafrecht, 
1483, ECLI:NL:HR:2023:1052, Bestuursrecht, Belastingrecht
1484, ECLI:NL:RVS:2020:1075, Bestuursrecht, 
1485, ECLI:NL:RVS:2023:411, Bestuursrecht, 
1486, ECLI:NL:HR:2018:846, Bestuursrecht, Belastingrecht
1487, ECLI:NL:RVS:2024:4923, Bestuursrecht, 
1488, ECLI:NL:RBMNE:2024:221, Bestuursrecht, Belastingrecht
1489, ECLI:NL:HR:2023:1531, Civiel recht, 
1490, ECLI:NL:HR:2023:1622, Civiel recht, 
1491, ECLI:NL:RVS:2023:4100, Bestuursrecht, Vreemdelingenrecht
1492, ECLI:NL:RVS:2016:3131, Bestuursrecht, 
1493, ECLI:NL:GHARL:2024:7125, Bestuursrecht, Belastingrecht
1494, ECLI:NL:HR:2008:BD0191, Bestuursrecht, Belastingrecht
1495, ECLI:NL:RVS:2025:3623, Bestuursrecht, Vreemdelingenrecht
1496, ECLI:NL:CRVB:2014:1850, Bestuursrecht, Socialezekerheidsrecht
1497, ECLI:NL:CRVB:2009:BH1009, Bestuursrecht, Socialezekerheidsrecht
1498, ECLI:NL:GHDHA:2022:2639, Bestuursrecht, Belastingrecht
1499, ECLI:NL:CBB:2024:34, Bestuursrecht, 
1500, ECLI:NL:HR:2024:567, Bestuursrecht, Belastingrecht
1501, ECLI:NL:RBDHA:2025:5452, Bestuursrecht, Socialezekerheidsrecht
1502, ECLI:NL:RVS:2021:2277, Bestuursrecht, 
1503, ECLI:NL:HR:2002:AE9354, Bestuursrecht, Belastingrecht
1504, ECLI:NL:CRVB:2013:BZ9827, Bestuursrecht, Socialezekerheidsrecht
1505, ECLI:NL:HR:2020:820, Bestuursrecht, Belastingrecht
1506, ECLI:NL:HR:1993:ZC5412, Bestuursrecht, Belastingrecht
1507, ECLI:NL:GHARL:2024:889, Bestuursrecht, Belastingrecht
1508, ECLI:NL:HR:2024:1879, Bestuursrecht, Belastingrecht
1509, ECLI:NL:RVS:2025:2297, Bestuursrecht, 
1510, ECLI:NL:RVS:2024:4909, Bestuursrecht, 
1511, ECLI:NL:CRVB:2023:2290, Bestuursrecht, Socialezekerheidsrecht
1512, ECLI:NL:XX:2006:AW8901, Bestuursrecht, Socialezekerheidsrecht
1513, ECLI:NL:HR:2023:409, Civiel recht, Ondernemingsrecht
1514, ECLI:NL:RVS:2022:1764, Bestuursrecht, Vreemdelingenrecht
1515, ECLI:NL:RVS:2023:4531, Bestuursrecht, 
1516, ECLI:NL:CRVB:2024:2416, Bestuursrecht, Socialezekerheidsrecht
1517, ECLI:NL:HR:2009:BI6319, Civiel recht, 
1518, ECLI:NL:RBDHA:2025:14846, Bestuursrecht, Vreemdelingenrecht
1519, ECLI:NL:HR:2018:470, Civiel recht, 
1520, ECLI:NL:GHDHA:2022:834, Civiel recht, 
1521, ECLI:NL:RVS:2022:1137, Bestuursrecht, 
1522, ECLI:NL:HR:2023:175, Bestuursrecht, Belastingrecht
1523, ECLI:NL:RVS:2025:2999, Bestuursrecht, 
1524, ECLI:NL:HR:2023:1093, Bestuursrecht, Belastingrecht
1525, ECLI:NL:HR:1999:AA2710, Bestuursrecht, Belastingrecht
1526, ECLI:NL:GHARL:2025:591, Bestuursrecht, Belastingrecht
1527, ECLI:NL:HR:2006:AW4068, Bestuursrecht, Belastingrecht
1528, ECLI:NL:RVS:2016:1418, Bestuursrecht, 
1529, ECLI:NL:HR:2024:515, Bestuursrecht, Belastingrecht
1530, ECLI:NL:RVS:2019:3600, Bestuursrecht, Vreemdelingenrecht
1531, ECLI:NL:RVS:2015:2080, Bestuursrecht, 
1532, ECLI:NL:HR:2010:BL7954, Bestuursrecht, Belastingrecht
1533, ECLI:NL:RVS:2022:1040, Bestuursrecht, Vreemdelingenrecht
1534, ECLI:NL:HR:2018:505, Bestuursrecht, Belastingrecht
1535, ECLI:NL:HR:1992:ZC5139, Bestuursrecht, Belastingrecht
1536, ECLI:NL:RVS:2018:3769, Bestuursrecht, Vreemdelingenrecht
1537, ECLI:NL:HR:2013:BY9084, Civiel recht, 
1538, ECLI:NL:HR:2016:2012, Civiel recht, 
1539, ECLI:NL:HR:2003:AF3283, Bestuursrecht, Belastingrecht
1540, ECLI:NL:RBAMS:2022:1793, Strafrecht, 
1541, ECLI:NL:RVS:2024:1812, Bestuursrecht, Vreemdelingenrecht
1542, ECLI:NL:HR:2025:670, Bestuursrecht, Belastingrecht
1543, ECLI:NL:RVS:2008:BD3121, Bestuursrecht, 
1544, ECLI:NL:HR:2016:1203, Bestuursrecht, Belastingrecht
1545, ECLI:NL:HR:2024:705, Bestuursrecht, Belastingrecht
1546, ECLI:NL:HR:2020:1448, Bestuursrecht, Belastingrecht
1547, ECLI:NL:PHR:2024:1279, Internationaal publiekrecht, 
1548, ECLI:NL:RVS:2024:420, Bestuursrecht, Vreemdelingenrecht
1549, ECLI:NL:HR:2019:623, Bestuursrecht, Belastingrecht
1550, ECLI:NL:RVS:2019:1061, Bestuursrecht, Vreemdelingenrecht
1551, ECLI:NL:RVS:2025:2865, Bestuursrecht, Vreemdelingenrecht
1552, ECLI:NL:RBDHA:2025:18663, Bestuursrecht, Vreemdelingenrecht
1553, ECLI:NL:RVS:2023:2829, Bestuursrecht, Vreemdelingenrecht
1554, ECLI:NL:RVS:2014:188, Bestuursrecht, 
1555, ECLI:NL:RVS:2019:1694, Bestuursrecht, 
1556, ECLI:NL:RVS:2024:2265, Bestuursrecht, Vreemdelingenrecht
1557, ECLI:NL:GHDHA:2024:1638, Bestuursrecht, Belastingrecht
1558, ECLI:NL:HR:2005:AR0220, Civiel recht, 
1559, ECLI:NL:HR:2015:688, Civiel recht, Personen- en familierecht
1560, ECLI:NL:GHAMS:2019:4294, Civiel recht, 
1561, ECLI:NL:RBDHA:2025:6038, Bestuursrecht, Vreemdelingenrecht
1562, ECLI:NL:HR:2007:AZ4162, Civiel recht, Personen- en familierecht
1563, ECLI:NL:HR:2017:164, Civiel recht, 
1564, ECLI:NL:CRVB:2017:960, Bestuursrecht, Ambtenarenrecht
1565, ECLI:NL:RVS:2013:2558, Bestuursrecht, Vreemdelingenrecht
1566, ECLI:NL:HR:2021:1086, Bestuursrecht, Belastingrecht
1567, ECLI:NL:GHDHA:2019:2800, Civiel recht, Verbintenissenrecht
1568, ECLI:NL:RBNNE:2024:4361, Bestuursrecht, Belastingrecht
1569, ECLI:NL:CRVB:2017:3059, Bestuursrecht, Socialezekerheidsrecht
1570, ECLI:NL:HR:2023:428, Civiel recht, 
1571, ECLI:NL:HR:2017:1326, Bestuursrecht, Belastingrecht
1572, ECLI:NL:GHARL:2024:7764, Bestuursrecht, Bestuursstrafrecht
1573, ECLI:NL:RVS:2025:5161, Bestuursrecht, 
1574, ECLI:NL:CRVB:2016:4255, Bestuursrecht, Socialezekerheidsrecht
1575, ECLI:NL:HR:2018:270, Civiel recht, 
1576, ECLI:NL:GHARL:2024:4958, Strafrecht, Strafprocesrecht
1577, ECLI:NL:GHARL:2021:9176, Bestuursrecht, Belastingrecht
1578, ECLI:NL:HR:2013:CA3878, Bestuursrecht, Belastingrecht
1579, ECLI:NL:HR:2024:1297, Bestuursrecht, Belastingrecht
1580, ECLI:NL:RVS:2025:1201, Bestuursrecht, 
1581, ECLI:NL:GHAMS:2014:1135, Civiel recht, 
1582, ECLI:NL:RVS:2022:998, Bestuursrecht, Omgevingsrecht
1583, ECLI:NL:RVS:2024:2034, Bestuursrecht, 
1584, ECLI:NL:HR:2023:444, Bestuursrecht, Belastingrecht
1585, ECLI:NL:HR:2023:443, Civiel recht, 
1586, ECLI:NL:RVS:2022:1767, Bestuursrecht, 
1587, ECLI:NL:GHDHA:2023:1592, Bestuursrecht, Belastingrecht
1588, ECLI:NL:HR:2022:1273, Bestuursrecht, Belastingrecht
1589, ECLI:NL:GHSHE:2021:3315, Bestuursrecht, Belastingrecht
1590, ECLI:NL:GHAMS:2025:379, Civiel recht, 
1591, ECLI:NL:CRVB:2014:1161, Bestuursrecht, Socialezekerheidsrecht
1592, ECLI:NL:RBROT:2023:12183, Bestuursrecht, Bestuursprocesrecht
1593, ECLI:NL:RBDHA:2025:15824, Bestuursrecht, Vreemdelingenrecht
1594, ECLI:NL:RVS:2021:452, Bestuursrecht, 
1595, ECLI:NL:RVS:2025:2922, Bestuursrecht, 
1596, ECLI:NL:RBGEL:2019:1050, Bestuursrecht, Belastingrecht
1597, ECLI:NL:RBROT:2025:8351, Strafrecht, 
1598, ECLI:NL:GHARL:2025:3014, Civiel recht, Personen- en familierecht
1599, ECLI:NL:HR:2019:1579, Bestuursrecht, Belastingrecht
1600, ECLI:NL:RVS:2024:4621, Bestuursrecht, Omgevingsrecht
1601, ECLI:NL:HR:2020:331, Bestuursrecht, Belastingrecht
1602, ECLI:NL:HR:2011:BT2299, Bestuursrecht, Belastingrecht
1603, ECLI:NL:CRVB:2024:726, Bestuursrecht, Socialezekerheidsrecht
1604, ECLI:NL:CRVB:2009:BK3717, Bestuursrecht, Socialezekerheidsrecht
1605, ECLI:NL:RVS:2023:3465, Bestuursrecht, Omgevingsrecht
1606, ECLI:NL:HR:2019:2026, Civiel recht, Burgerlijk procesrecht
1607, ECLI:NL:RBMNE:2022:5129, Bestuursrecht, Belastingrecht
1608, ECLI:NL:RBLIM:2025:8509, Bestuursrecht, Vreemdelingenrecht
1609, ECLI:NL:HR:2011:BP4003, Civiel recht, 
1610, ECLI:NL:HR:2015:1198, Civiel recht, 
1611, ECLI:NL:RVS:2024:3427, Bestuursrecht, Vreemdelingenrecht
1612, ECLI:NL:HR:2016:752, Bestuursrecht, Belastingrecht
1613, ECLI:NL:RVS:2018:3120, Bestuursrecht, 
1614, ECLI:NL:CRVB:2025:1011, Bestuursrecht, Socialezekerheidsrecht
1615, ECLI:NL:HR:2016:124, Bestuursrecht, Belastingrecht
1616, ECLI:NL:GHARL:2023:4177, Civiel recht, 
1617, ECLI:NL:RVS:2024:4649, Bestuursrecht, Vreemdelingenrecht
1618, ECLI:NL:RVS:2023:506, Bestuursrecht, Vreemdelingenrecht
1619, ECLI:NL:HR:2024:147, Bestuursrecht, Belastingrecht
1620, ECLI:NL:CBB:2022:433, Bestuursrecht, 
1621, ECLI:NL:CRVB:2025:749, Bestuursrecht, Socialezekerheidsrecht
1622, ECLI:NL:HR:2021:1963, Bestuursrecht, Belastingrecht
1623, ECLI:NL:RBDHA:2024:10832, Civiel recht, 
1624, ECLI:NL:GHARL:2021:3383, Bestuursrecht, Bestuursstrafrecht
1625, ECLI:NL:RBNNE:2022:1226, Strafrecht, 
1626, ECLI:NL:HR:2021:1111, Civiel recht, 
1627, ECLI:NL:HR:2021:1677, Civiel recht, 
1628, ECLI:NL:PHR:2024:1116, Bestuursrecht, Belastingrecht
1629, ECLI:NL:HR:2011:BP3887, Bestuursrecht, Belastingrecht
1630, ECLI:NL:HR:2008:BF9110, Bestuursrecht, Belastingrecht
1631, ECLI:NL:RVS:2025:258, Bestuursrecht, Vreemdelingenrecht
1632, ECLI:NL:HR:2020:1148, Civiel recht, 
1633, ECLI:NL:GHARL:2025:2912, Bestuursrecht, Bestuursstrafrecht
1634, ECLI:NL:HR:2002:AE4473, Bestuursrecht, Belastingrecht
1635, ECLI:NL:HR:2025:106, Bestuursrecht, Belastingrecht
1636, ECLI:NL:RVS:2025:3171, Bestuursrecht, Vreemdelingenrecht
1637, ECLI:NL:RVS:2025:5248, Bestuursrecht, Vreemdelingenrecht
1638, ECLI:NL:RVS:2025:5168, Bestuursrecht, Vreemdelingenrecht
1639, ECLI:NL:CRVB:2018:3054, Bestuursrecht, Socialezekerheidsrecht
1640, ECLI:NL:RBHAA:2009:BJ3060, Civiel recht, 
1641, ECLI:NL:HR:2019:1016, Bestuursrecht, Belastingrecht
1642, ECLI:NL:CRVB:2025:1403, Bestuursrecht, Socialezekerheidsrecht
1643, ECLI:NL:HR:1996:AA1946, Bestuursrecht, Belastingrecht
1644, ECLI:NL:HR:2014:2838, Civiel recht, 
1645, ECLI:NL:RVS:2025:3148, Bestuursrecht, Vreemdelingenrecht
1646, ECLI:NL:RVS:2020:3156, Bestuursrecht, 
1647, ECLI:NL:HR:1995:ZC1631, Civiel recht, 
1648, ECLI:NL:HR:2018:1413, Strafrecht, 
1649, ECLI:NL:HR:2013:1881, Civiel recht, 
1650, ECLI:NL:HR:2017:939, Civiel recht, 
1651, ECLI:NL:CRVB:2008:BC3264, Bestuursrecht, Socialezekerheidsrecht
1652, ECLI:NL:RVS:2024:1106, Bestuursrecht, Vreemdelingenrecht
1653, ECLI:NL:HR:2012:BR2342, Strafrecht, 
1654, ECLI:NL:GHDHA:2024:732, Bestuursrecht, Belastingrecht
1655, ECLI:NL:HR:2014:1461, Bestuursrecht, Belastingrecht
1656, ECLI:NL:GHARL:2023:6930, Bestuursrecht, Bestuursstrafrecht
1657, ECLI:NL:CRVB:2015:1450, Bestuursrecht, Socialezekerheidsrecht
1658, ECLI:NL:RVS:2024:4037, Bestuursrecht, Vreemdelingenrecht
1659, ECLI:NL:HR:2008:BA3823, Bestuursrecht, Belastingrecht
1660, ECLI:NL:RVS:2025:1028, Bestuursrecht, 
1661, ECLI:NL:GHSHE:2024:701, Bestuursrecht, Belastingrecht
1662, ECLI:NL:RVS:2025:5150, Bestuursrecht, Vreemdelingenrecht
1663, ECLI:NL:RBSGR:2008:BC6856, Bestuursrecht, Belastingrecht
1664, ECLI:NL:RVS:2024:2817, Bestuursrecht, 
1665, ECLI:NL:RVS:2025:5144, Bestuursrecht, Vreemdelingenrecht
1666, ECLI:NL:RBROT:2024:3227, Civiel recht, Burgerlijk procesrecht
1667, ECLI:NL:HR:2003:AL6962, Bestuursrecht, Belastingrecht
1668, ECLI:NL:RVS:2024:478, Bestuursrecht, Vreemdelingenrecht
1669, ECLI:NL:HR:2022:63, Civiel recht, Arbeidsrecht
1670, ECLI:NL:HR:2022:1058, Civiel recht, Verbintenissenrecht
1671, ECLI:NL:GHARL:2024:5796, Bestuursrecht, Bestuursstrafrecht
1672, ECLI:NL:RVS:2025:1704, Bestuursrecht, 
1673, ECLI:NL:RVS:2024:585, Bestuursrecht, Vreemdelingenrecht
1674, ECLI:NL:HR:2022:1277, Bestuursrecht, Belastingrecht
1675, ECLI:NL:HR:2008:BC5901, Civiel recht, Personen- en familierecht
1676, ECLI:NL:RVS:2025:789, Bestuursrecht, Vreemdelingenrecht
1677, ECLI:NL:GHSHE:2024:1077, Strafrecht, 
1678, ECLI:NL:RVS:2025:5158, Bestuursrecht, 
1679, ECLI:NL:GHARL:2020:720, Civiel recht, Personen- en familierecht
1680, ECLI:NL:RVS:2021:1421, Bestuursrecht, 
1681, ECLI:NL:RVS:2012:BV8631, Bestuursrecht, Vreemdelingenrecht
1682, ECLI:NL:GHAMS:2017:5500, Bestuursrecht, Belastingrecht
1683, ECLI:NL:GHARL:2017:6605, Civiel recht, 
1684, ECLI:NL:HR:2002:AD9609, Civiel recht, 
1685, ECLI:NL:RVS:2023:1663, Bestuursrecht, Omgevingsrecht
1686, ECLI:NL:RVS:2020:1117, Bestuursrecht, 
1687, ECLI:NL:GHARL:2015:7009, Bestuursrecht, Bestuursprocesrecht
1688, ECLI:NL:HR:2021:1748, Bestuursrecht, Belastingrecht
1689, ECLI:NL:RVS:2024:47, Bestuursrecht, Omgevingsrecht
1690, ECLI:NL:HR:2004:AO5822, Strafrecht, 
1691, ECLI:NL:GHAMS:2024:1370, Bestuursrecht, Belastingrecht
1692, ECLI:NL:HR:2017:1187, Civiel recht, 
1693, ECLI:NL:RVS:2010:BP0428, Bestuursrecht, Vreemdelingenrecht
1694, ECLI:NL:HR:2013:BX7184, Bestuursrecht, Belastingrecht
1695, ECLI:NL:GHDHA:2025:208, Bestuursrecht, Belastingrecht
